FacID,state_zip,lat,lon,deaths_coef_2,deaths_coef_2_all
50,Vermont,34.8825,-85.7547,3.473808851,2508.96987
50,Washington,34.8825,-85.7547,0.0011537,2508.96987
50,Wisconsin,34.8825,-85.7547,21.56417057,2508.96987
50,West Virginia,34.8825,-85.7547,35.41674504,2508.96987
50,Wyoming,34.8825,-85.7547,0.009273228,2508.96987
51,Alabama,32.0306,-93.5692,44.15155279,1712.150385
51,Arkansas,32.0306,-93.5692,79.85446553,1712.150385
51,Arizona,32.0306,-93.5692,0.467810435,1712.150385
51,California,32.0306,-93.5692,0.24719308,1712.150385
51,Colorado,32.0306,-93.5692,0.611664082,1712.150385
51,Connecticut,32.0306,-93.5692,9.687316842,1712.150385
51,DC,32.0306,-93.5692,1.886018106,1712.150385
51,Delaware,32.0306,-93.5692,2.823263624,1712.150385
51,Florida,32.0306,-93.5692,50.95084961,1712.150385
51,Georgia,32.0306,-93.5692,44.95353174,1712.150385
51,Iowa,32.0306,-93.5692,17.27371497,1712.150385
51,Idaho,32.0306,-93.5692,0.003771505,1712.150385
51,Illinois,32.0306,-93.5692,92.6578402,1712.150385
51,Indiana,32.0306,-93.5692,46.67368545,1712.150385
51,Kansas,32.0306,-93.5692,20.0383997,1712.150385
51,Kentucky,32.0306,-93.5692,28.92593308,1712.150385
51,Louisiana,32.0306,-93.5692,110.6749077,1712.150385
51,Massachusetts,32.0306,-93.5692,15.14880813,1712.150385
51,Maryland,32.0306,-93.5692,18.3722803,1712.150385
51,Maine,32.0306,-93.5692,2.945723684,1712.150385
51,Michigan,32.0306,-93.5692,45.36466349,1712.150385
51,Minnesota,32.0306,-93.5692,14.14914755,1712.150385
51,Missouri,32.0306,-93.5692,75.28520801,1712.150385
51,Mississippi,32.0306,-93.5692,39.85616717,1712.150385
51,Montana,32.0306,-93.5692,0.014534685,1712.150385
51,North Carolina,32.0306,-93.5692,43.11682309,1712.150385
51,North Dakota,32.0306,-93.5692,0.575489864,1712.150385
51,Nebraska,32.0306,-93.5692,6.791475068,1712.150385
51,New Hampshire,32.0306,-93.5692,2.78686249,1712.150385
51,New Jersey,32.0306,-93.5692,25.44466496,1712.150385
51,New Mexico,32.0306,-93.5692,1.090075431,1712.150385
51,Nevada,32.0306,-93.5692,0.032665233,1712.150385
51,New York,32.0306,-93.5692,50.91900761,1712.150385
51,Ohio,32.0306,-93.5692,62.16048471,1712.150385
51,Oklahoma,32.0306,-93.5692,54.2278855,1712.150385
51,Oregon,32.0306,-93.5692,0.002383878,1712.150385
51,Pennsylvania,32.0306,-93.5692,55.72160706,1712.150385
51,Rhode Island,32.0306,-93.5692,2.760329343,1712.150385
51,South Carolina,32.0306,-93.5692,22.71596436,1712.150385
51,South Dakota,32.0306,-93.5692,1.762192473,1712.150385
51,Tennessee,32.0306,-93.5692,56.54821759,1712.150385
51,Texas,32.0306,-93.5692,496.6306505,1712.150385
51,Utah,32.0306,-93.5692,0.011881181,1712.150385
51,Virginia,32.0306,-93.5692,27.68064369,1712.150385
51,Vermont,32.0306,-93.5692,1.484322094,1712.150385
51,Washington,32.0306,-93.5692,0.016311541,1712.150385
51,Wisconsin,32.0306,-93.5692,26.67650268,1712.150385
51,West Virginia,32.0306,-93.5692,9.952195585,1712.150385
51,Wyoming,32.0306,-93.5692,0.023297172,1712.150385
56,Alabama,31.4858,-87.9106,74.24867171,842.6857107
56,Arkansas,31.4858,-87.9106,15.50291703,842.6857107
56,Arizona,31.4858,-87.9106,0.083629592,842.6857107
56,California,31.4858,-87.9106,0.009779054,842.6857107
56,Colorado,31.4858,-87.9106,0.142063385,842.6857107
56,Connecticut,31.4858,-87.9106,6.536044886,842.6857107
56,DC,31.4858,-87.9106,1.583676389,842.6857107
56,Delaware,31.4858,-87.9106,2.068726436,842.6857107
56,Florida,31.4858,-87.9106,68.07722461,842.6857107
56,Georgia,31.4858,-87.9106,52.80829313,842.6857107
56,Iowa,31.4858,-87.9106,3.243055309,842.6857107
56,Idaho,31.4858,-87.9106,0.000842113,842.6857107
56,Illinois,31.4858,-87.9106,27.39619063,842.6857107
56,Indiana,31.4858,-87.9106,19.08032074,842.6857107
56,Kansas,31.4858,-87.9106,2.995994534,842.6857107
56,Kentucky,31.4858,-87.9106,17.69342203,842.6857107
56,Louisiana,31.4858,-87.9106,66.89133274,842.6857107
56,Massachusetts,31.4858,-87.9106,10.37350357,842.6857107
56,Maryland,31.4858,-87.9106,13.95662461,842.6857107
56,Maine,31.4858,-87.9106,1.792153715,842.6857107
56,Michigan,31.4858,-87.9106,18.00611069,842.6857107
56,Minnesota,31.4858,-87.9106,2.895876741,842.6857107
56,Missouri,31.4858,-87.9106,15.56284272,842.6857107
56,Mississippi,31.4858,-87.9106,96.26795859,842.6857107
56,Montana,31.4858,-87.9106,0.002234968,842.6857107
56,North Carolina,31.4858,-87.9106,40.71398773,842.6857107
56,North Dakota,31.4858,-87.9106,0.115436405,842.6857107
56,Nebraska,31.4858,-87.9106,1.026866895,842.6857107
56,New Hampshire,31.4858,-87.9106,1.737652559,842.6857107
