,state_zip,FacID,FacID.1,Facility.Latitude,Facility.Longitude,state_facility,deaths_coef_2,deaths_coef_1,deaths_coef_3,deaths_coef_2_all,deaths_coef_1_all,deaths_coef_3_all
48,Wyoming,3,3,31.0069,-88.0103,Alabama,0.0080538863634253,0.0073053519766263,0.0088024207964532,1834.4647037012714,1663.9582209555056,2004.973231205495
49,Alabama,7,7,34.0128,-85.9708,Alabama,84.5930209234723,76.72990095269776,92.45634216817186,461.64538056747756,418.7380786007726,504.55301836958927
50,Arizona,7,7,34.0128,-85.9708,Alabama,0.0037793095093407,0.003428057678562,0.0041305613411478,461.64538056747756,418.7380786007726,504.55301836958927
51,Arkansas,7,7,34.0128,-85.9708,Alabama,3.022737491851353,2.741800787519949,3.303674451204716,461.64538056747756,418.7380786007726,504.55301836958927
52,California,7,7,34.0128,-85.9708,Alabama,0.0005401181018362,0.0004899191262185,0.000590317078822,461.64538056747756,418.7380786007726,504.55301836958927
53,Colorado,7,7,34.0128,-85.9708,Alabama,0.01919233374886,0.0174085838529228,0.0209760836848013,461.64538056747756,418.7380786007726,504.55301836958927
54,Connecticut,7,7,34.0128,-85.9708,Alabama,2.9225656924379666,2.6509396168887456,3.194191902593706,461.64538056747756,418.7380786007726,504.55301836958927
55,DC,7,7,34.0128,-85.9708,Alabama,0.8853015409960767,0.8030205058780233,0.9675826692766736,461.64538056747756,418.7380786007726,504.55301836958927
56,Delaware,7,7,34.0128,-85.9708,Alabama,1.0277865445847798,0.9322629445146708,1.123310217986696,461.64538056747756,418.7380786007726,504.55301836958927
57,Florida,7,7,34.0128,-85.9708,Alabama,16.328198304553815,14.810638329356468,17.845759332829104,461.64538056747756,418.7380786007726,504.55301836958927
58,Georgia,7,7,34.0128,-85.9708,Alabama,71.89601966616392,65.21361045696922,78.57849853992504,461.64538056747756,418.7380786007726,504.55301836958927
59,Idaho,7,7,34.0128,-85.9708,Alabama,0.0001885447961628,0.0001710213030178,0.0002060682894883,461.64538056747756,418.7380786007726,504.55301836958927
60,Illinois,7,7,34.0128,-85.9708,Alabama,9.628112494809807,8.733265672015264,10.522959916158667,461.64538056747756,418.7380786007726,504.55301836958927
